temperature_C,concentration_M,residence_time_min,pH,equiv_oxidant,stirring_rpm,catalyst,solvent,yield_pct,impurity_pct
48.85,0.998,5.52,2.75,0.49,1020,A,THF,100.0,19.03
89.61,1.069,36.64,5.17,2.2,592,B,IPA,100.0,21.0
59.33,0.693,59.21,3.91,0.37,549,C,MeCN,100.0,21.44
85.54,1.942,40.65,2.51,0.05,783,A,DMF,100.0,24.4
87.22,1.493,42.93,5.85,1.25,665,None,DMF,98.96,21.78
107.95,0.801,59.09,2.91,2.16,1177,None,IPA,100.0,36.78
40.38,0.432,41.0,6.52,0.81,716,B,THF,100.0,16.32
108.27,0.517,3.37,2.94,0.32,585,C,IPA,100.0,27.62
89.53,0.981,52.15,7.65,2.46,595,B,IPA,100.0,23.63
53.02,1.891,22.52,3.16,1.69,748,B,THF,88.23,23.41
101.83,1.495,1.26,9.12,2.13,555,A,IPA,100.0,29.96
108.44,0.509,30.93,1.72,1.88,923,A,DMF,100.0,31.9
60.34,1.733,56.28,5.94,1.75,581,None,MeCN,89.09,23.48
113.5,0.819,16.18,4.22,0.96,584,A,THF,100.0,22.36
76.36,1.718,30.0,3.41,0.81,817,B,DMF,100.0,17.91
88.27,0.559,11.25,5.51,1.79,261,C,DMF,100.0,20.04
118.77,1.275,4.4,8.66,1.79,855,C,MeCN,100.0,31.04
68.92,1.861,5.75,9.28,2.38,705,C,MeCN,100.0,20.6
105.05,0.59,43.89,4.08,1.42,653,None,THF,100.0,28.84
65.47,1.417,51.98,2.81,0.74,919,C,DMF,98.92,28.04
103.94,1.976,9.45,7.62,1.22,958,None,DMF,80.76,23.98
88.06,0.386,18.01,6.45,1.53,1046,B,DMF,100.0,17.84
57.31,0.268,12.51,3.21,1.07,575,C,MeCN,100.0,20.09
73.12,1.381,2.58,7.96,1.98,527,C,THF,100.0,19.21
65.41,0.745,33.65,5.91,1.46,914,B,THF,100.0,22.44
46.25,0.235,42.3,7.05,0.02,782,A,THF,95.89,18.93
42.39,1.003,39.22,4.55,1.42,832,B,DMF,100.0,20.04
67.72,1.532,23.9,5.23,1.58,756,B,MeCN,100.0,15.2
41.52,0.642,33.75,3.03,2.29,973,B,IPA,100.0,24.05
53.24,0.737,6.55,7.93,1.03,390,A,IPA,100.0,20.95
98.01,1.707,10.1,2.83,1.44,756,A,DMF,99.21,27.21
96.65,1.088,55.98,8.12,1.19,358,B,MeCN,100.0,30.18
99.09,1.701,45.93,8.28,1.33,607,None,IPA,97.14,30.92
65.37,0.948,55.44,7.85,0.17,864,C,MeCN,100.0,19.77
111.2,1.911,55.08,1.67,2.24,693,None,MeCN,86.54,39.05
87.51,1.337,39.31,3.82,2.28,580,C,DMF,100.0,22.65
50.08,0.32,55.77,5.48,1.37,1085,None,DMF,73.28,21.0
51.5,1.782,25.59,6.56,1.39,973,B,IPA,99.12,21.8
95.45,1.03,1.21,9.31,0.14,726,A,THF,100.0,20.84
53.84,0.369,4.69,4.69,1.49,1150,B,THF,94.63,17.7
80.58,0.39,7.46,8.94,1.07,624,A,DMF,100.0,23.99
119.34,1.406,6.63,2.89,1.77,988,C,IPA,99.39,30.38
40.32,0.19,21.75,4.66,0.12,368,None,DMF,77.11,13.65
41.33,0.645,42.37,1.94,1.78,486,C,IPA,100.0,23.0
119.45,0.366,47.65,7.81,0.72,538,B,THF,100.0,28.71
86.77,0.938,35.82,2.78,1.63,306,C,IPA,100.0,24.07
50.15,0.887,9.64,3.68,1.57,702,None,THF,93.27,19.98
111.78,1.092,45.13,8.09,0.57,392,None,IPA,100.0,31.39
110.43,0.631,21.93,6.05,1.1,834,A,DMF,100.0,23.05
82.9,0.161,1.77,1.62,2.09,390,A,THF,100.0,21.45
89.74,1.267,17.55,1.52,1.51,324,C,IPA,100.0,17.01
61.85,0.81,20.51,5.84,0.17,1169,C,DMF,100.0,14.04
44.04,1.338,17.18,4.09,1.11,858,A,THF,100.0,16.4
87.57,0.306,48.9,3.03,0.78,1136,C,IPA,100.0,28.8
63.58,0.126,45.84,6.72,1.6,690,None,MeCN,95.16,23.66
93.09,0.572,42.04,3.44,1.54,233,B,DMF,100.0,25.56
106.9,0.967,9.2,6.53,0.03,774,None,DMF,100.0,20.79
41.45,0.849,48.66,4.72,1.52,758,B,THF,100.0,21.04
87.66,1.64,40.95,3.09,1.84,215,A,DMF,100.0,29.06
58.5,0.818,12.5,2.67,1.92,1061,A,THF,100.0,24.28
109.91,1.108,39.24,3.51,0.15,820,A,MeCN,100.0,24.61
60.29,1.228,29.53,1.75,0.76,945,A,MeCN,100.0,16.48
88.86,0.141,26.92,4.12,1.05,694,C,MeCN,100.0,17.44
84.28,1.079,7.62,9.17,0.45,818,C,MeCN,100.0,19.9
71.69,0.755,31.58,8.57,1.05,457,A,THF,100.0,20.86
94.21,0.9,6.9,4.66,0.18,1174,A,DMF,100.0,17.69
98.06,0.291,10.69,6.39,0.28,601,B,MeCN,100.0,20.08
85.36,1.587,8.82,6.32,1.67,362,B,THF,100.0,18.11
100.67,1.891,57.29,8.54,0.66,256,None,MeCN,100.0,31.83
118.67,0.142,17.81,3.51,1.78,836,B,IPA,96.43,29.18
73.54,1.243,21.96,4.02,0.12,1183,C,DMF,100.0,15.13
81.17,1.551,20.0,4.07,1.41,1096,C,DMF,100.0,17.85
41.0,0.641,54.0,1.85,0.98,902,B,DMF,98.06,26.46
103.68,1.596,34.21,4.17,1.99,1191,A,IPA,100.0,27.12
81.62,1.301,55.23,8.96,1.96,923,A,DMF,100.0,30.43
72.64,1.865,18.7,9.25,0.94,539,B,DMF,96.33,20.17
47.53,1.964,7.78,2.43,1.56,801,A,IPA,88.47,23.98
111.17,0.18,33.82,5.39,0.57,280,None,IPA,93.82,26.57
71.6,0.945,21.39,4.74,1.45,422,B,MeCN,100.0,10.43
94.61,1.139,48.31,5.66,0.2,618,None,DMF,100.0,23.11
51.95,0.379,52.89,6.22,1.09,402,C,MeCN,100.0,22.99
116.92,0.739,28.88,1.67,0.46,1154,A,IPA,100.0,23.22
54.28,1.977,58.31,8.66,2.21,1196,A,IPA,90.88,34.42
55.96,0.131,33.63,9.78,1.11,571,None,MeCN,82.65,22.1
108.72,0.96,16.98,7.05,1.48,909,None,DMF,100.0,24.63
113.01,1.701,29.85,7.11,0.9,608,C,THF,100.0,28.46
56.97,0.715,3.2,5.99,0.72,340,B,MeCN,100.0,16.14
77.58,1.012,48.44,4.34,0.51,537,C,MeCN,100.0,18.75
98.68,1.958,6.98,2.77,2.28,433,C,MeCN,100.0,29.49
110.27,1.002,19.22,6.46,2.0,528,None,DMF,100.0,25.87
70.32,0.349,34.35,1.88,0.33,415,A,IPA,100.0,23.19
81.36,0.198,3.54,8.51,1.87,312,C,THF,100.0,23.77
99.34,1.896,5.68,5.08,1.05,417,A,MeCN,100.0,19.79
98.49,0.605,42.07,5.03,0.04,1106,B,MeCN,100.0,19.32
102.64,1.058,5.23,4.28,1.32,285,B,THF,100.0,23.72
85.59,0.272,29.15,9.74,0.33,525,B,MeCN,100.0,18.52
48.37,0.905,20.98,2.99,0.52,728,C,THF,100.0,15.74
112.32,1.867,14.46,2.79,1.74,555,C,DMF,96.02,32.79
109.25,1.055,12.14,2.91,0.64,718,B,IPA,100.0,25.53
103.85,1.945,46.04,7.1,2.23,243,B,THF,100.0,33.45
47.99,0.592,57.14,9.93,1.64,849,A,DMF,100.0,30.26
56.35,1.059,9.27,3.5,2.08,763,None,DMF,83.58,20.82
99.49,1.733,57.62,9.2,1.54,881,B,MeCN,100.0,36.88
41.85,0.952,36.09,3.87,2.17,767,None,MeCN,100.0,19.22
118.34,0.631,38.86,7.01,0.9,638,B,DMF,100.0,26.34
70.17,1.725,42.89,1.84,1.37,550,A,DMF,99.83,24.98
97.55,0.841,42.54,5.71,1.29,426,C,IPA,100.0,26.38
111.01,1.108,49.37,7.06,2.26,700,C,THF,100.0,32.14
71.57,1.955,29.52,6.06,0.41,226,B,THF,100.0,16.79
65.53,0.454,32.47,3.52,1.45,528,B,THF,100.0,23.89
88.7,0.673,20.11,8.54,1.89,878,A,DMF,100.0,22.8
86.48,0.159,7.21,9.75,0.93,309,A,IPA,100.0,14.68
72.73,0.844,40.21,5.4,2.17,263,None,DMF,100.0,22.7
88.14,0.48,2.98,6.91,0.93,852,None,MeCN,100.0,14.62
114.83,1.392,17.26,8.22,0.43,598,B,MeCN,100.0,24.28
77.41,0.445,6.56,3.55,1.46,1002,C,DMF,100.0,16.84
55.74,1.382,12.25,8.85,1.05,1137,None,MeCN,97.49,21.22
70.18,0.601,38.69,3.88,0.04,1157,A,DMF,100.0,19.64
71.53,0.775,38.08,8.09,0.17,626,B,IPA,100.0,18.78
50.49,0.763,25.84,2.45,0.49,464,B,IPA,100.0,22.61
53.03,1.462,6.32,3.95,1.92,809,B,MeCN,94.92,20.68
94.76,0.986,26.57,6.04,2.23,828,B,DMF,100.0,21.0
67.16,0.786,21.81,5.96,1.36,822,None,IPA,100.0,14.6
116.39,1.72,43.51,8.73,0.26,522,A,MeCN,100.0,34.05
59.49,1.187,35.16,9.97,1.34,264,A,IPA,100.0,24.87
47.91,0.506,30.0,2.41,2.14,410,None,MeCN,93.8,27.08
100.28,1.81,29.73,3.81,1.87,354,A,DMF,98.63,27.35
110.48,0.751,58.01,4.54,0.73,324,A,MeCN,100.0,29.52
62.25,0.174,45.62,5.57,0.31,1126,C,IPA,100.0,20.34
56.17,1.04,30.32,5.7,2.25,214,A,IPA,100.0,19.76
54.86,0.335,29.27,8.78,2.14,802,C,MeCN,100.0,23.66
81.76,0.553,2.56,8.05,0.13,1147,B,MeCN,100.0,13.64
77.47,1.52,56.61,1.66,2.06,560,B,THF,100.0,27.45
60.76,0.348,19.83,5.37,0.24,727,C,IPA,100.0,15.22
43.61,1.633,16.1,6.75,0.16,896,C,MeCN,100.0,15.23
78.52,1.88,59.97,5.41,1.9,517,None,MeCN,99.55,22.16
116.75,1.252,43.4,2.61,1.34,678,A,DMF,100.0,35.01
92.2,1.45,3.79,4.88,1.04,1017,B,THF,100.0,16.39
79.64,1.456,4.65,5.0,2.26,945,C,THF,100.0,18.15
48.86,1.986,2.5,3.1,2.1,1008,None,DMF,68.21,23.19
60.19,0.749,36.38,7.93,0.14,1187,A,MeCN,100.0,18.51
63.58,0.409,5.22,4.23,1.54,570,None,THF,89.61,15.42
101.18,1.086,56.07,6.51,1.93,947,None,DMF,100.0,32.35
110.14,1.113,56.28,5.88,1.38,803,C,MeCN,100.0,30.11
112.13,0.438,33.22,8.96,2.46,867,None,THF,97.21,33.04
118.77,1.265,37.38,2.54,1.72,940,C,DMF,100.0,34.11
118.59,0.127,18.22,2.47,0.26,950,C,THF,100.0,29.95
116.24,1.863,4.77,4.05,0.5,1086,C,MeCN,100.0,20.55
45.75,0.603,44.51,5.17,2.07,549,None,THF,87.87,21.64
51.02,0.175,7.01,4.04,2.49,853,None,DMF,67.48,23.32
64.36,0.306,6.05,7.99,0.25,480,A,MeCN,100.0,17.31
84.23,0.556,19.36,3.58,0.25,795,B,THF,100.0,16.21
47.76,0.62,1.74,2.22,1.91,951,C,THF,98.81,23.62
107.66,0.162,26.61,5.02,0.16,991,A,IPA,100.0,22.22
89.34,0.631,42.75,8.07,0.17,620,None,MeCN,100.0,21.6
83.39,0.467,48.28,8.73,2.22,709,C,MeCN,100.0,30.09
53.22,0.819,36.65,7.73,2.0,534,C,DMF,100.0,26.23
60.26,0.832,50.97,6.24,2.2,369,B,DMF,100.0,27.44
52.82,0.744,24.98,7.66,1.63,461,B,IPA,100.0,18.49
108.15,0.723,51.08,7.29,0.81,1112,C,DMF,100.0,31.82
86.74,0.27,30.88,3.49,2.27,509,A,DMF,100.0,22.8
98.81,0.148,14.16,6.18,0.75,1175,None,THF,100.0,18.55
63.68,0.484,56.7,8.05,0.69,441,B,THF,100.0,24.97
69.7,1.538,17.22,4.2,2.22,923,A,DMF,100.0,20.33
72.39,1.983,2.55,7.06,1.7,774,C,THF,100.0,18.3
100.8,1.864,15.32,5.59,2.24,897,C,DMF,100.0,24.27
101.79,1.058,22.63,5.78,0.39,844,A,DMF,100.0,21.81
56.55,1.11,21.73,2.27,2.38,907,A,MeCN,100.0,24.96
115.32,0.698,31.96,7.16,1.53,1106,A,THF,100.0,26.45
49.65,1.57,53.1,8.86,1.67,763,B,THF,87.86,30.18
111.69,1.553,18.25,2.7,2.29,268,B,DMF,96.27,33.7
48.03,1.704,31.73,4.61,0.95,471,B,IPA,89.57,17.08
61.16,1.801,21.07,1.91,1.8,908,B,DMF,86.33,21.37
107.72,0.925,49.48,1.75,1.6,694,C,IPA,100.0,35.48
54.36,1.557,10.3,9.91,1.97,749,A,IPA,99.54,22.86
73.09,1.632,7.11,5.69,2.24,797,None,MeCN,94.42,19.77
75.99,0.686,30.68,4.52,1.7,583,C,IPA,100.0,14.15
59.62,1.866,40.64,3.84,0.17,974,C,DMF,96.73,20.16
96.82,0.279,47.94,9.83,0.46,924,B,THF,100.0,27.24
108.11,1.989,35.79,3.64,2.38,914,A,THF,99.97,29.71
109.97,1.563,46.66,7.67,2.42,915,A,DMF,98.96,34.65
67.15,0.277,24.17,3.91,2.42,1090,A,IPA,100.0,22.74
82.47,1.347,2.94,2.1,0.09,795,None,THF,100.0,18.12
59.87,0.165,7.85,7.31,0.96,1167,B,IPA,100.0,15.54
59.58,1.563,3.28,1.51,1.9,319,A,DMF,91.74,19.55
52.9,1.619,20.41,7.24,1.88,832,A,IPA,96.74,18.02
115.2,1.245,30.23,3.63,0.21,917,B,DMF,100.0,24.03
111.04,1.728,22.02,7.84,1.52,677,C,THF,100.0,27.43
102.19,0.286,34.08,8.04,0.36,488,None,DMF,93.49,26.48
81.41,0.624,29.36,7.65,1.23,750,C,DMF,100.0,13.94
79.25,0.887,41.0,1.71,0.6,565,B,DMF,100.0,19.96
82.38,0.181,40.35,7.48,0.13,1109,C,IPA,100.0,20.02
82.93,0.952,19.77,9.92,0.2,557,A,THF,100.0,19.33
74.77,0.604,21.43,3.56,2.28,376,C,IPA,100.0,15.41
50.54,0.846,35.52,3.83,1.86,776,B,MeCN,100.0,19.8
50.05,0.908,36.19,8.41,2.33,596,B,THF,100.0,24.32
116.18,1.771,19.57,2.86,1.17,296,B,IPA,98.81,30.17
78.56,0.614,20.49,7.11,1.03,765,A,IPA,100.0,12.63
116.26,1.798,41.95,7.92,0.9,738,B,MeCN,100.0,33.68
53.09,0.909,39.2,1.82,1.54,373,C,THF,100.0,25.25
84.35,0.723,8.97,6.21,0.88,798,C,THF,100.0,12.82
56.62,1.055,27.02,6.39,1.87,767,None,MeCN,100.0,21.86
60.25,0.894,53.67,4.08,2.0,974,B,THF,100.0,25.66
42.4,0.589,3.14,8.95,2.19,562,C,MeCN,100.0,22.87
49.52,1.055,51.45,2.88,0.61,449,B,MeCN,100.0,24.32
113.35,0.388,10.63,4.6,1.32,1151,A,IPA,100.0,22.15
65.72,0.769,30.93,8.71,0.56,761,A,IPA,100.0,18.86
88.65,1.175,26.04,3.12,0.09,227,B,DMF,100.0,23.03
77.2,0.885,1.6,8.48,1.77,1021,B,MeCN,100.0,21.04
72.04,1.665,55.01,2.17,1.37,397,A,IPA,100.0,29.38
82.55,0.588,27.84,5.66,1.81,986,A,THF,100.0,15.83
54.98,1.943,57.3,2.14,0.22,905,A,MeCN,94.36,29.76
119.09,1.591,17.92,7.26,2.49,1169,None,DMF,91.39,26.24
105.46,1.938,52.11,8.22,2.49,1166,None,THF,83.54,34.6
99.33,1.692,55.42,8.72,1.16,474,None,DMF,88.1,34.34
77.5,0.37,33.85,9.84,2.17,966,A,DMF,100.0,27.36
52.23,1.1,12.96,7.21,0.61,517,B,MeCN,100.0,18.58
113.65,0.423,41.43,8.04,1.84,829,A,IPA,100.0,33.4
67.31,1.655,33.39,5.8,2.2,798,C,THF,100.0,18.26
44.01,1.21,56.73,9.26,2.04,255,None,MeCN,96.57,27.36
67.39,0.601,26.92,6.97,2.03,205,A,IPA,100.0,18.97
103.56,1.866,16.84,9.01,1.16,258,None,THF,90.85,29.79
89.82,0.319,9.16,3.5,2.05,328,A,DMF,100.0,24.32
100.07,1.171,42.22,5.72,1.73,458,B,IPA,100.0,28.91
103.49,1.47,58.47,7.7,0.33,1107,A,DMF,100.0,30.96
56.96,0.212,2.67,3.22,0.29,719,A,THF,88.23,20.48
113.9,1.236,44.69,3.3,1.93,997,B,MeCN,100.0,32.75
75.04,1.65,55.69,9.81,1.56,1038,C,IPA,100.0,28.23
91.12,0.228,5.41,5.19,1.3,935,None,DMF,97.64,17.6
40.18,1.073,7.5,3.05,2.27,591,None,MeCN,95.86,21.65
119.47,0.591,41.83,4.32,1.65,1064,None,MeCN,100.0,30.44
62.47,1.36,39.23,4.88,0.99,942,B,IPA,100.0,18.68
44.97,0.325,5.06,6.8,1.03,943,C,DMF,93.65,16.93
76.66,1.88,50.23,9.35,1.51,1102,None,THF,92.87,25.74
50.32,1.8,31.88,9.89,1.9,799,None,MeCN,79.84,22.62
52.19,0.453,54.52,7.04,1.41,729,B,IPA,98.5,25.1
90.58,0.714,52.8,7.45,1.27,1090,C,DMF,100.0,22.89
71.43,1.217,48.94,4.24,1.82,654,B,MeCN,100.0,21.87
113.75,1.464,31.44,8.79,1.76,1012,C,THF,100.0,32.15
65.53,0.941,15.85,3.35,2.08,254,B,IPA,100.0,22.58
98.09,0.397,30.85,2.4,0.16,201,None,DMF,99.33,26.78
76.89,0.298,6.95,9.77,1.89,728,A,DMF,97.12,23.82
92.8,2.0,39.87,8.85,1.28,274,C,DMF,100.0,29.65
87.98,0.965,8.9,4.08,0.19,1177,B,MeCN,100.0,11.96
77.82,1.758,31.16,7.24,1.7,206,None,IPA,99.25,19.89
116.0,1.017,4.21,5.47,1.79,918,None,THF,100.0,26.47
67.42,1.852,18.67,4.25,1.31,443,B,IPA,100.0,18.76
54.18,0.267,14.69,3.94,1.98,1168,A,THF,91.12,20.75
94.25,0.317,37.58,2.66,0.75,582,B,THF,100.0,23.41
107.68,1.866,47.42,6.17,0.5,227,A,IPA,100.0,25.49
43.22,1.9,4.38,5.3,0.88,227,A,MeCN,100.0,14.0
75.97,0.698,51.17,5.85,1.03,753,B,DMF,100.0,16.07
111.4,0.775,51.79,3.33,1.74,1187,None,DMF,94.09,38.83
99.97,0.96,21.19,9.48,2.11,1180,A,DMF,100.0,30.12
119.34,0.891,39.88,6.93,1.8,537,A,IPA,100.0,28.84
82.51,0.461,24.75,9.15,0.43,683,C,IPA,100.0,16.66
92.8,1.807,10.1,2.43,0.92,300,B,IPA,100.0,25.19
64.2,0.581,32.19,6.79,0.4,722,A,MeCN,100.0,13.21
115.8,1.44,6.1,8.72,1.72,800,A,MeCN,100.0,29.62
69.31,0.228,52.83,4.31,0.62,451,None,IPA,87.23,19.58
99.08,0.174,55.53,3.16,1.31,812,None,DMF,85.18,34.35
72.25,1.342,49.48,3.75,1.98,1100,A,MeCN,100.0,25.76
84.95,0.744,34.19,3.82,1.68,201,C,THF,100.0,22.02
97.58,1.345,33.9,5.3,0.75,429,None,THF,100.0,23.04
80.71,0.279,59.09,4.27,0.83,410,None,IPA,100.0,21.89
112.57,1.905,15.63,3.81,1.63,324,B,DMF,100.0,29.93
73.54,1.522,5.48,7.01,1.37,366,None,MeCN,95.12,14.91
91.77,1.765,34.15,1.95,0.24,826,C,DMF,100.0,19.41
67.39,0.359,20.4,4.39,2.18,303,C,THF,100.0,16.83
72.65,0.708,20.02,7.36,1.28,939,C,IPA,100.0,13.9
75.2,0.8,1.42,2.99,1.18,1087,A,DMF,100.0,17.95
50.06,1.121,36.18,3.38,0.5,1127,A,IPA,100.0,18.2
47.34,0.664,16.58,3.21,0.94,860,A,DMF,100.0,18.5
93.4,0.215,12.08,1.51,0.83,397,None,MeCN,100.0,21.1
92.44,0.801,3.39,5.53,0.68,285,B,MeCN,100.0,17.99
93.03,0.584,22.5,1.83,1.42,432,C,THF,100.0,19.96
41.58,0.833,52.86,3.82,1.16,1162,A,DMF,100.0,20.74
66.12,0.474,20.86,9.96,2.22,1162,None,MeCN,100.0,19.64
55.82,0.598,41.07,9.31,2.35,582,B,DMF,96.78,30.86
102.25,1.291,45.64,3.33,0.55,526,A,DMF,100.0,29.77
108.85,0.837,20.36,4.14,0.25,710,C,IPA,100.0,19.57
59.73,0.756,49.48,5.44,1.96,492,C,DMF,100.0,26.13
93.43,1.114,41.82,8.68,2.49,1180,C,DMF,100.0,31.99
50.35,1.567,34.0,8.32,2.16,421,A,MeCN,100.0,26.18
62.01,0.82,1.06,2.57,0.06,569,C,DMF,100.0,17.6
51.09,1.216,3.07,2.56,0.63,629,None,THF,84.65,21.23
62.68,1.936,59.46,5.04,0.11,325,A,MeCN,100.0,21.58
93.98,1.092,47.15,8.9,2.05,583,A,THF,100.0,32.26
112.83,1.829,56.32,9.0,1.45,1057,C,THF,98.29,37.43
56.2,1.608,54.24,2.41,1.28,340,B,DMF,85.19,33.21
83.37,0.212,2.21,6.38,1.39,784,A,DMF,100.0,17.51
96.11,0.915,47.72,2.82,0.63,607,None,IPA,100.0,30.63
116.23,1.427,27.62,7.33,1.5,371,C,IPA,100.0,29.68
88.8,1.975,47.58,9.29,0.08,212,B,MeCN,100.0,26.96
60.41,0.971,1.4,5.37,1.62,473,C,MeCN,100.0,15.57
90.04,0.276,18.0,2.21,1.84,262,A,THF,100.0,27.32
65.64,1.168,45.33,6.42,1.68,577,None,DMF,93.51,23.89
118.09,0.34,47.79,4.97,0.83,1010,A,MeCN,100.0,33.55
71.97,1.528,37.56,8.39,2.07,920,B,THF,100.0,25.55
94.83,1.065,18.77,4.39,1.79,1147,None,THF,100.0,21.99
41.86,1.475,19.31,8.94,0.32,627,None,MeCN,92.57,19.3
72.0,1.752,58.04,3.83,0.49,908,C,MeCN,100.0,20.97
110.01,1.295,26.91,2.84,1.59,865,B,IPA,100.0,30.3
88.82,1.264,27.38,4.11,0.72,417,A,THF,100.0,17.15
75.52,1.534,33.59,1.8,0.3,504,B,IPA,100.0,19.28
114.87,1.701,25.16,3.89,0.39,730,B,DMF,93.08,26.48
108.32,1.751,33.61,7.11,0.41,997,None,IPA,95.36,25.23
65.78,0.169,26.51,2.71,1.19,662,A,MeCN,100.0,21.35
83.56,1.157,49.78,2.45,1.52,428,A,MeCN,100.0,27.81
79.19,0.511,54.63,2.63,0.44,1193,None,IPA,100.0,22.84
90.58,1.735,55.99,2.16,1.78,316,None,IPA,96.62,35.5
66.73,1.332,34.29,8.93,0.7,1156,A,THF,100.0,20.75
59.54,0.898,27.09,9.52,0.78,1009,B,IPA,100.0,21.61
113.01,0.457,42.61,1.9,0.56,1039,B,MeCN,100.0,30.86
113.91,0.744,50.46,7.96,1.96,995,C,MeCN,100.0,35.16
107.47,1.437,34.22,7.77,2.4,408,A,THF,100.0,31.2
118.26,0.488,42.3,9.97,1.23,833,B,IPA,100.0,30.67
99.6,0.278,45.23,4.46,0.11,957,C,THF,100.0,22.9
101.17,1.787,40.91,3.93,0.65,946,B,DMF,99.36,29.34
101.01,1.552,45.02,5.35,0.4,472,C,IPA,100.0,25.32
78.45,0.48,13.31,8.78,2.11,381,None,THF,100.0,24.95
76.52,0.655,30.4,7.69,0.21,528,C,DMF,100.0,18.1
59.22,1.947,35.71,5.51,2.42,680,B,MeCN,100.0,20.98
91.59,1.446,1.15,3.58,1.47,774,B,THF,100.0,21.69
63.15,1.26,51.5,7.68,1.29,1037,None,IPA,98.25,25.39
60.62,0.684,36.99,8.76,2.12,969,B,THF,100.0,24.62
86.88,0.668,8.62,4.9,0.07,876,C,THF,100.0,12.14
72.8,0.175,49.17,7.18,1.94,463,B,MeCN,100.0,25.26
57.51,1.484,43.31,4.9,0.29,679,None,MeCN,91.85,18.84
105.28,0.182,45.74,5.57,2.1,535,A,MeCN,100.0,30.8
108.85,0.109,24.13,5.96,1.32,435,B,MeCN,100.0,24.26
53.42,1.486,51.4,8.09,0.15,210,C,MeCN,100.0,29.07
40.6,1.903,25.43,9.81,2.08,539,A,THF,99.69,19.62
66.89,1.537,34.66,5.28,0.07,456,C,DMF,100.0,16.49
103.8,0.996,1.04,4.41,0.35,772,C,IPA,100.0,18.94
107.13,1.023,39.05,4.68,1.99,262,A,DMF,100.0,28.35
51.07,0.929,43.37,2.64,1.16,471,None,THF,90.22,26.54
101.95,0.717,34.46,4.02,2.2,245,C,DMF,100.0,28.51
49.26,1.091,30.3,2.23,1.59,841,B,THF,100.0,25.29
71.21,0.919,48.79,5.14,1.56,768,C,MeCN,100.0,21.05
119.89,1.237,41.2,2.92,0.73,537,C,THF,100.0,33.41
55.41,1.806,17.41,4.44,0.33,347,A,THF,93.88,18.72
52.32,1.991,57.59,8.25,2.4,1158,None,THF,71.6,33.44
73.82,0.25,42.73,3.59,0.26,784,C,DMF,100.0,18.77
89.57,0.831,59.29,6.7,1.32,879,B,MeCN,100.0,24.59
114.63,0.443,58.3,9.16,0.68,731,None,THF,88.72,36.74
118.47,0.769,55.22,6.32,0.66,1007,B,DMF,100.0,27.68
45.57,0.646,45.57,3.15,1.49,1096,None,MeCN,95.92,22.89
51.04,0.432,36.96,4.43,1.99,583,A,IPA,100.0,18.84
103.26,1.552,11.16,6.52,1.94,890,A,DMF,100.0,26.07
61.65,1.043,33.06,5.81,2.17,430,A,MeCN,100.0,20.3
110.79,1.847,46.16,2.76,0.73,852,B,MeCN,100.0,31.34
93.08,0.162,31.73,5.3,1.16,599,C,DMF,100.0,22.06
48.95,0.227,52.23,6.12,0.02,207,A,MeCN,100.0,21.87
106.6,0.866,7.47,3.77,1.87,1156,B,THF,100.0,28.16
54.11,0.253,23.48,6.71,0.76,1068,C,DMF,94.21,17.29
73.88,0.599,30.85,2.1,1.4,491,B,IPA,100.0,19.4
84.17,1.973,26.51,4.36,0.42,1198,A,IPA,100.0,15.46
80.06,0.497,7.41,8.34,2.05,517,B,IPA,100.0,22.48
94.89,0.476,10.06,3.7,2.04,659,A,IPA,100.0,22.34
92.21,1.19,50.42,6.64,2.19,1051,A,IPA,100.0,24.2
119.36,1.046,29.58,4.99,0.11,505,B,THF,100.0,22.31
119.95,1.203,3.87,4.19,2.48,651,A,DMF,100.0,25.71
81.32,0.816,1.97,9.29,0.62,866,None,DMF,100.0,20.31
47.62,1.671,28.94,4.42,0.77,330,C,DMF,89.52,15.94
98.23,0.363,10.7,3.51,0.62,622,B,MeCN,100.0,24.2
118.13,0.914,42.6,9.23,0.67,509,None,IPA,100.0,28.31
65.47,1.411,47.92,7.84,1.38,877,A,DMF,100.0,26.52
76.9,1.75,14.47,7.3,0.6,336,A,THF,100.0,17.67
73.98,0.802,35.94,1.92,0.98,433,C,IPA,100.0,18.07
44.11,1.179,10.11,2.62,1.64,911,C,IPA,100.0,21.45
93.78,0.231,18.91,6.93,2.09,356,B,MeCN,100.0,20.84
68.27,0.424,53.44,3.28,1.73,622,A,IPA,100.0,26.63
103.0,0.231,33.1,3.42,1.49,913,None,IPA,90.58,29.21
106.57,1.483,53.27,8.12,0.37,965,None,IPA,94.84,30.01
105.7,0.647,14.29,3.93,2.04,295,None,THF,100.0,26.23
73.33,1.475,20.47,2.11,0.09,1052,C,IPA,100.0,18.12
65.72,0.226,28.79,1.81,0.66,924,None,MeCN,93.33,18.29
99.91,1.739,29.32,5.27,0.14,539,B,DMF,100.0,19.24
104.11,1.688,59.86,6.75,1.67,964,C,IPA,100.0,34.19
79.3,0.269,7.75,8.89,0.92,928,A,IPA,100.0,21.12
111.44,0.145,51.27,2.44,1.63,801,B,THF,95.71,36.59
51.51,0.207,51.96,3.17,0.87,758,C,THF,89.54,24.52
110.33,1.722,33.64,6.0,1.14,935,A,THF,100.0,24.56
47.69,0.546,21.3,4.59,1.14,1199,A,MeCN,100.0,16.7
